dataset,selector,objective,solution_type,acc_mean,acc_std,rec_mean,rec_std,prec_mean,prec_std,f1_mean,f1_std,ddp_mean,ddp_std,deo_mean,deo_std
celeba,zenith,deo,post,0.8353895809679155,0.02901498069518797,0.8721616481073967,0.04486854774869754,0.8109814880238584,0.06010959606218126,0.8372976639985442,0.01618957192383409,0.175329541186347,0.0356908565425627,0.12676714773167402,0.04035547895796358
celeba,zenith,deo_kl,baseline,0.8520781027617417,0.0,0.8345147128750096,0.0,0.855129120349911,0.0,0.8446961641351673,0.0,0.1940681930276295,0.0,0.15735358389939635,0.0
celeba,zenith,deo_kl,post,0.8389437043907483,0.02584242282847353,0.8617139034180756,0.0449600487754877,0.8221129673886087,0.057426893429370525,0.8384535082026685,0.013854284978759205,0.1794792295656294,0.030938573841341212,0.13397799422964712,0.038786139167595296
compas,topsis,ddp,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,topsis,ddp,post,0.6349402730375426,0.0644993899303347,0.6359665427509293,0.21208828330421614,0.6428604009269326,0.09808029047547685,0.604260577838569,0.059067697972402446,0.13825338921782193,0.05000841832415018,0.127904989747095,0.04783129998452532
compas,topsis,ddp + deo,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,topsis,ddp + deo,post,0.6360068259385666,0.05302285813388779,0.5808550185873605,0.24225009556292829,0.6658786834944098,0.10789105607180732,0.568716060617591,0.13934227812674238,0.13443180690554607,0.047368774569306625,0.12939735702893596,0.04620037650245863
compas,topsis,ddp_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,topsis,ddp_kl,post,0.6229948805460751,0.062344964999759486,0.6302973977695168,0.2548262952581927,0.6405426320176967,0.11488149868092297,0.5800321375129689,0.13859060634607895,0.12602101811205563,0.05435243234804888,0.11823877876509455,0.052293141798171607
compas,topsis,ddp_kl + deo_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,topsis,ddp_kl + deo_kl,post,0.6281996587030717,0.05452737055258913,0.5158921933085502,0.27016227952799904,0.6836381598901828,0.10911971007626779,0.5217487480372923,0.1718160622932833,0.12302848880341355,0.05368043005782525,0.12576327181590338,0.047319138664517174
compas,topsis,deo,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
compas,topsis,deo,post,0.6053754266211604,0.08022078082580536,0.5903345724907063,0.29165258739394273,0.6502009138138587,0.1316350410873769,0.5443410068863612,0.160568930020933,0.11150231303189102,0.07373419634406764,0.11383857370699475,0.06556955408197805
compas,topsis,deo_kl,baseline,0.6706484641638225,0.0,0.5390334572490706,0.0,0.677570093457944,0.0,0.6004140786749482,0.0,0.17409876811559963,0.0,0.1527113237639553,0.0
